gp_ip_cmd_lin,gp_ip_cmd_ang,gp_ip_curr_lin,gp_ip_curr_ang,Asphalt_Lin_Error,Asphalt_Ang_Error,Grass_Lin_Error,Grass_Ang_Error,Tile_Lin_Error,Tile_Ang_Error
0.2,0.3,0.3,0.4,0.0213170209798076,0.0301021106759427,0.0229677730581472,0.0059106211108525,0.0411599907093486,0.0129158945220204
0.4,-0.0,0.7,0.1,0.0131009440549738,-0.0067265602142731,0.0471249954015867,-0.0027261053869318,0.0381616143152883,0.0010394184596161
0.6,-0.7,0.5,-0.5,-0.0197963126665419,-0.0062774353550534,-0.0040627978598455,-0.004122909233656,-0.0097668655070759,-0.0081086238732947
1.5,-0.0,1.4,-0.1,0.0029477738230346,-0.002500409610851,-0.0586709035083375,-0.0129928745742734,0.0062237338088208,-0.0003893426534627
0.3,-0.2,0.2,-0.1,0.0005241361899032,0.0141277345499701,-0.0328507402950528,0.0208717557445022,0.0035748930784528,0.0060760150776136
1.3,-0.0,1.2,0.2,-0.0057981406570026,0.0117691070472195,0.0001080789125732,0.0189854184822248,0.0013521570669243,0.0190458087142015
1.2,-0.8,0.9,-0.7,-0.1307540387997152,0.018186757054131,-0.0239254305328445,-0.0313794994623074,-0.0447134514401875,-0.0368794725808899
1.0,-0.5,0.9,-0.4,0.0081020341609431,0.0020507934450595,0.0188457399509969,-0.0156134037864998,-0.0112583579825796,0.0018641632138821
0.7,0.6,0.4,0.2,-0.0230843631344191,0.0146375202130205,-0.0214310118674349,0.0071686487820585,-0.0252639060844966,0.0151363291198793
1.1,0.3,1.1,0.0,0.0364707051129149,-0.0050614239374542,0.0676941412852701,-0.0031804671287634,0.0166617878067334,-0.0077641205826942
0.9,-0.0,1.0,-0.0,0.0155570419977549,-0.0002100911244641,0.0267022567917318,-0.000524585113424,0.0144318102558025,0.0010480573199986
1.3,-0.4,1.2,-0.2,0.011206797113623,-0.0052244953642412,0.0092993481959041,-0.0057410510193746,-0.0062590689879566,-0.0169656179859593
0.8,-0.2,0.8,-0.3,0.0136763954859927,0.0074483321756337,0.0062528647117425,0.0063256249751896,0.0230035849623456,0.0059538631693153
0.6,0.6,0.6,0.5,-0.0139443421971608,0.012334517637613,0.0067539171694693,0.0181912671921007,0.0020437558839782,0.0086086588015788
0.1,-0.0,0.7,-0.0,0.0446484482478434,-0.0024936747834694,0.0645729426087359,-0.0089200234077658,0.0460846704612437,-0.0031193265999665
1.1,0.1,1.0,-0.0,0.0034543407657779,-0.0129213574944833,0.001490080363367,-0.0032839964050724,0.0043853719261125,-0.004550264809288
1.2,-0.0,1.2,-0.2,-0.0065479266013133,0.0043111959393738,-0.0088500398657913,-0.0126665762693229,0.0097662101680564,-0.0100064026624207
1.0,-0.4,1.0,-0.2,0.0056726240676763,-0.0076660255050475,0.005450515952456,-0.0046776276289512,0.0003888622103016,-0.0084357950913003
1.4,-0.0,1.3,0.2,0.0002851554460373,0.0183361827441745,-0.0078620583641846,-0.0244752797640799,-0.0100190888417357,0.0071149577901784
1.4,0.6,1.3,0.4,-0.02080149016631,0.0169156895200999,0.0100815475312491,0.0158421838856542,0.0153927377141473,0.0246044950164452
1.2,0.4,1.1,0.3,0.0020654834770738,0.0081937472072556,-0.0091663762715021,0.0202876147776958,-0.0453011148799971,-0.0098254526841152
1.0,0.2,0.9,0.2,-0.0203217120726389,-0.0014408294668682,-0.0049192522072791,0.0032745720952553,0.0016079527207549,0.0034323595431054
1.2,0.1,1.1,0.1,-0.0002342680557099,0.0025437958782236,-0.0139727818581163,0.0043331403171887,-0.0084624336457479,0.0024986588455807
1.2,-0.0,1.1,-0.2,0.0114290081527541,-0.0066158117238134,-0.0141951783681988,-0.0048590161638005,-0.0087369130788057,-0.0125332398444733
0.1,0.9,0.1,0.5,0.0120700880405961,0.0128584702578936,0.0090912063530864,-0.000656666101641,0.0140043431432659,0.0123582113856599
0.5,0.5,0.2,0.1,-0.0206064997139918,0.0039540503163602,-0.0081108881346259,-0.0025292520671238,-0.0169417526659852,0.004884840115745
1.0,-0.0,1.1,-0.1,0.0249646386932467,0.0042795182083178,0.0241700083774318,0.0068254869857375,0.0195972388971439,-0.0054793110992704
0.8,0.1,0.8,0.0,0.0360154273674435,0.0016631652894839,-0.0016836461240444,0.0024353228657295,0.0005024216446003,-0.0058917947708037
0.5,1.0,0.4,0.6,0.0042635366682023,0.0271230184233125,-0.0164554153414719,0.0039103235256183,-0.0102606916803489,0.0289950807085211
0.8,-0.0,0.3,0.0,-0.0581988190685359,0.0037964217073055,-0.028492776327083,-0.0026758653745147,-0.0280353165692573,-0.0005246075320005
1.2,0.1,1.1,0.2,0.011359625052256,0.0050051092665839,-0.0055735522992534,7.636987651600458e-06,-0.0140637258520304,0.0103661298362527
1.2,0.4,1.2,0.4,-0.012871283051677,0.0062666340175154,-0.0511154176774437,-0.0078300027182542,0.0012056834482185,0.0147190274219996
0.9,0.2,0.9,0.2,0.0002145437178348,-0.0015721878773442,-0.0030605715237682,-0.0019789914440469,0.0090773311914998,0.0046647588888731
0.8,0.3,0.7,0.6,-0.0194341366988372,0.0021918212742559,-0.0207361488660715,0.0109880921742364,-0.0070014907077382,0.0001373257318602
1.1,-0.1,1.0,-0.1,0.0124251412782512,-0.001045490791425,-0.0056651633065341,-0.0002554507809544,-0.0418726106565022,0.0119116931374589
0.3,0.7,0.2,0.3,0.0037211895125261,0.0229469482144388,-0.0182335576565469,-0.0071086110699234,-0.0062173603541385,0.0049315709514013
1.4,-0.8,1.3,-0.5,-0.0191176680331639,-0.0258791674580464,0.0036296461647795,-0.0594320362209915,0.0450233432849949,0.0370320928263996
0.8,-0.3,0.7,-0.2,0.0047724686470028,-0.0020244802257071,0.0013270845143942,-0.0069357994293759,0.0009184337326976,-0.0052342869616076
0.7,1.0,0.7,0.9,0.0076199548413644,0.0282482554158962,-0.0223647610354055,0.0274515185211118,-0.0210179025001253,0.0354107503352876
0.2,-0.0,0.0,-0.0,-0.0150312407466203,-0.0088748647911877,-0.0178117718259105,-0.0092743326736079,-0.0165640306611804,0.00349583730113
0.4,-0.1,0.4,-0.0,0.0040549185426936,0.0102156150861155,-0.0088168467624827,0.0125183392259274,0.0035752700843887,0.0089894098453066
1.1,0.2,1.0,-0.1,0.0146596570401373,-0.0052826446614657,-0.0015849684533012,-0.0050287978903471,0.0092425171226587,-0.0067864048281748
1.1,-0.4,1.0,-0.4,0.006586453472722,-0.0045706907229856,0.022101370420684,-0.0006295651882101,-0.0196608678610374,-0.0119604987168597
1.3,-0.0,1.2,0.0,0.0078656306265937,2.9789568409409017e-05,-0.0191597689782109,-0.0022447401104701,-0.0040768323007647,0.001598180486035
0.7,-0.1,0.7,-0.0,0.0079718478952007,0.0030556834053814,0.0374795962106581,-0.0009223603515316,-0.0164162528248269,0.0067751907551224
0.6,0.2,0.6,0.1,0.0103775594676004,-0.0040199721061532,-0.0084284136284107,-0.005795900090017,0.0020741304080269,-0.0034694595651244
0.2,0.7,0.6,0.9,0.0359000052907587,-0.0112077433119267,0.0415762644970084,0.0148027532730565,0.0655464299825315,0.0281397458109358
0.9,-0.0,0.7,0.0,-0.0236009326671222,-0.0007215994651465,-0.0143985483323292,-0.0054246202920907,-0.008956114524878,0.002926287033794
1.4,-0.4,1.3,-0.1,0.0344896889495767,-0.0134608670954617,-0.0145490714400291,0.0127045454855015,-0.0063563647384787,-0.0093065635640121
0.9,-0.1,0.9,-0.2,0.004788557809818,-0.0018820619504712,-0.0055622623911804,-0.0122154205008395,-0.0781795411004241,0.0055887066508513
1.4,-0.1,1.3,-0.2,0.0083214719076452,-0.0017774559549896,0.0029264272217934,0.0120635795979465,-0.0250288140256939,-0.0100690289483523
0.7,-0.4,0.6,-0.4,0.0215809007844283,0.0042946010030421,-0.0096068981190984,-0.0049987965502097,-0.0125997246792602,-0.0056872522449667
1.2,-0.8,1.1,-0.6,-0.052279040326485,-0.0203186755972103,0.019592115879447,-0.0310814830860655,-0.0066987041855748,-0.0143001229088219
0.4,0.3,0.1,0.0,-0.0254849505407442,-0.01663598418678,-0.0178593635913846,-0.006098029930144,-0.0306188536395218,-0.016712764159619
1.1,0.6,1.1,0.2,0.0086431002746427,0.0155107769123999,-0.0280181430939733,0.0195567526625292,-0.0279106472764523,0.0065554826506272
0.9,-0.4,0.9,-0.1,0.0015061609780088,-0.0003744955815078,0.0064952860843063,-0.0046822186651341,0.0057326268595397,0.00185028268503
0.2,0.5,0.7,0.8,0.0552617156648529,0.0083627545204659,0.0357242040767459,0.0030700209258976,0.0618519893580033,0.0029526021915933
0.3,0.9,0.5,0.9,0.0337397737607628,0.0409329390806988,0.0172904257702551,-0.0010716365418137,0.0337738191835848,0.0163438995630371
0.9,0.2,0.8,0.2,0.007783742042402,-0.0023740114131762,-0.010057177971982,0.000678847360039,0.0036952166742349,0.0039466931206126
1.1,0.2,1.0,0.2,0.0230760364434341,-0.0111873503177296,-0.0154421731585662,0.0030532523446889,0.008867481274942,0.0047566580324479
0.3,0.2,0.3,0.1,0.0165203299445765,-0.0092369196703975,-0.0143043590533513,-0.0070684111161025,-0.0033087784531944,-0.0107693673534956
1.0,1.0,0.7,0.5,-0.0132658542019616,0.0408309323490769,-0.0535704956965166,0.0343743588912229,-0.0353546566536006,0.022689809108697
1.0,-0.7,0.8,-0.6,-0.0384992035466727,-0.0149216598931454,-0.0375298118885077,-0.0211661895833063,-0.0695935386070755,-0.0139327940497331
1.1,-0.0,0.9,0.0,-0.0074575169806337,0.0011472077318698,-0.0039851409840903,-0.0043903725782088,-0.0104135047624414,0.0018646412903471
0.6,-0.0,0.7,0.2,0.0080383951516244,-0.001046759435236,0.0444983685727475,-0.0100868231651651,0.044585597644375,0.0115275150596068
0.5,0.4,0.6,0.4,0.0161511917739621,0.0225822992039802,-0.0327876171962425,0.0108775341511178,0.0204613698838703,0.0256270056555873
1.0,0.4,1.0,0.3,-0.0211620508878879,0.0064896764246858,-0.0140681638841834,0.0085537629886193,0.0075761613555165,0.001846661689192
0.2,-0.0,0.1,0.0,-0.0248562191919307,0.0026448736094095,-0.0162700289557695,0.0004021999082623,-0.0074500428227853,0.0024772408178205
1.3,0.8,0.7,0.4,-0.057976046372876,0.0229351893063447,-0.0483067717776446,0.0316751904056966,-0.0754863758413776,0.0021213931286659
0.7,-0.3,0.7,-0.2,0.0095924183060439,0.0053240787719247,0.0092349034892824,-0.0008262903333668,0.0010608142656821,-0.0002771601840824
1.1,-0.0,1.0,0.0,-0.0008921888558428,-0.0002242195997949,-0.0053882873180837,0.0007116829986866,0.0001603785484329,0.0014897336875232
1.0,0.4,0.8,0.6,-0.0161788878623577,0.0085680725328157,0.0025129251915801,0.0055911615993677,0.098819839406662,0.0111618326580991
1.0,0.4,1.1,0.1,0.0185388453546,0.008738202615894,0.0235884017342,0.0042774849739331,0.0164453401537525,0.0101901399044083
0.8,0.2,0.6,0.3,-0.0031630179253911,-0.0028467555660802,-0.0227417882876557,0.01574338293507,-0.0071822335749618,0.0022250651550254
1.1,-0.0,1.0,-0.2,0.0196965985332672,-0.0213239487279025,-0.0048402583810923,-0.0065123072248469,0.0109638759344647,-0.0049009311410952
1.4,0.2,1.3,0.1,-0.0152816267005798,0.0027725747685182,-0.0091590748608528,0.0029013177167584,-0.0001700894535868,0.0004267999050966
0.6,-0.5,0.6,-0.3,-0.0101227264907548,0.0048528139462971,0.0162079044496013,-0.0036963607812458,0.0008222976250381,-0.0068737916008528
1.2,-0.7,1.3,-0.4,0.0272483402410226,-0.0273605004053884,0.0338306157271712,-0.0520429908136538,-0.0021600255169957,-0.01105103732554
1.0,-0.2,0.9,-0.0,-0.2626988527499918,0.0016833965543929,-0.0015137549347534,0.0014644864679502,-0.0030671507506607,0.0137552422026922
0.4,0.1,0.3,0.0,-0.0543760901348981,0.0031581866405476,-0.0163658169708143,-0.0056591612722538,0.001610242779115,-0.0119248001908795
0.6,0.3,0.5,0.4,0.056411061656714,-0.0046565969720167,-0.0559815237494925,0.0140667610027956,-0.0047159699267734,0.004559293376251
1.0,-0.0,1.0,0.0,0.0046597792965894,-0.0009031376283333,0.0038322443440775,-0.000890004419772,0.0093361000070745,0.0017374723412165
1.0,-0.7,1.0,-0.4,-0.0193870732292916,-0.0307109702335855,0.0098767151691709,-0.0361525754498363,0.0017294241636456,-0.0182490182587913
0.8,-0.2,0.9,-0.0,0.0048225623890137,0.0103814289990538,0.0285117804808027,0.0109760888026163,0.0232630092529525,0.0131617269910663
1.2,-0.2,1.1,-0.1,-0.031129630164259,-0.001236015349129,-0.0003018512190769,-0.0005443362098769,-0.0045336324665043,0.0013944564103715
0.7,-0.1,0.6,0.0,0.0014652644224667,0.0008172429373341,0.007609343910291,0.0016684630723213,0.0025726363053386,0.0068596719350822
1.1,0.1,0.9,0.3,-0.0191751704399509,0.014438871914594,-0.036451225792849,0.0213988097256601,-0.0191796393323414,0.0137453160287078
0.9,-0.3,0.8,-0.3,0.0146138189673175,0.0062982394645504,0.0007533543350943,-0.0154936507399383,-0.0226104721201966,-0.0055046194620656
0.7,0.5,0.3,0.2,-0.0108114284574396,0.0116305350195027,0.0066093100308752,-0.0094136711407662,-0.032839337363193,0.0001722000334302
0.6,0.5,0.4,0.3,-0.0094263541022857,0.0109731988151706,0.0178535888202305,0.0074537407366929,-0.0181140933430669,0.0111060421775904
0.8,-0.0,0.9,-0.0,0.0313276019383779,-0.0013649558856642,0.006905412928962,0.0043005984493605,0.0142178726683729,0.0006218824247109
0.2,0.5,0.2,0.4,-0.0006836362102177,0.0044911447282512,-0.0074563218246865,-0.0038630727456423,-0.0030792301595441,0.0090882968136456
0.8,-0.0,1.0,0.2,0.0095649319627628,-0.0008824375537416,0.0250212324398622,0.0288273056516059,0.0763825616806274,0.0164243474825072
1.4,-0.1,1.2,-0.4,0.0295764574139505,0.0092336593766501,0.0198377743122988,0.0060098942689667,-0.0164596543264163,0.0023509026740901
1.4,-0.4,1.3,-0.5,-0.0448726302784505,-0.0061382976197676,-0.0146625584309576,-0.0051799991240883,0.0203463060102326,-0.0419863867835394
1.0,-0.2,0.9,-0.2,0.0055648700746879,-0.0004732577700798,0.0050549518829069,-0.0051939823670735,-0.0083431480823078,0.0001273940349656
1.1,0.7,0.9,0.6,-0.0372766203581681,-0.0029519392345608,-0.0292861742230108,0.0330786420736542,-0.0150111543630991,0.0198648890173693
1.4,0.2,1.3,0.3,-0.0265146439159021,0.0089268406532601,-0.0675727811417952,0.0157677504548344,-0.0101570615271024,0.0161385383075855
1.4,-0.2,1.2,-0.0,0.0017486070426506,0.0127525146737161,0.0113180925403446,0.0090777662003252,-0.0134648599383772,0.0086125414140247
0.1,0.2,0.1,0.1,-0.007760406171007,0.0215316190777732,-0.0045139707717443,-0.0152561256281554,3.731653505789033e-05,-0.0020845260891293
0.8,0.2,0.8,-0.0,0.0417579144180132,-0.0035257236687693,0.0209630526611013,-0.0076092818595421,0.0159540362080289,-0.0083114923003139
1.2,0.5,1.1,0.4,-0.0027195199698604,0.01419857528435,-0.0030535650873415,0.0181641010849124,-0.0028036898457144,0.0175400147143179
0.9,0.6,0.4,0.2,-0.0481066181883727,0.0159195534422369,-0.0334192094854465,0.0054070164900711,-0.0548820980037783,0.0099877479140251
0.9,0.2,0.7,0.2,-0.0070335905127372,-0.0005563897769548,-0.0246796913550738,0.0114159755789219,-0.0029790532215447,0.0043117360380293
1.3,0.4,1.1,0.4,-0.0106470672533483,0.0084564090225371,-0.0291627406875991,0.003624935421164,0.0042105135897316,0.040096176170939
1.1,-0.0,1.1,0.0,0.0059468758212761,-0.0006309717207487,-0.0063393837800913,-0.0028210925128878,0.0071713989630564,0.0008677345592416
0.4,0.4,0.5,0.4,0.0075316507186121,0.0078798112958192,0.0077648132690467,0.0159342627360454,0.0098107468867316,0.0152290631639869
